Alloc. A/C CD,Alloc. A/C name,Dept./Process CD,Dept./Process name,Alloc. rate,Alloc. basis
8470001OT,[M]Office supplies expense,CPMT45,45 degrees,0.28798061,Time alloc.
8470001OT,[M]Office supplies expense,CPMT70,45 and 70 degrees,0.08515047,Time alloc.
8470001OT,[M]Office supplies expense,CPMTBJ,BUTT JOINT,0.20709286,Time alloc.
8470001OT,[M]Office supplies expense,CPMTBS,BIAS,0.28806032,Time alloc.
8470001OT,[M]Office supplies expense,CPMTDY,DYEING,0.01538755,Time alloc.
8470001OT,[M]Office supplies expense,CPMTLR,Liner rewinding,0.14382379,Time alloc.
8470001OT,[M]Office supplies expense,CPMTST,Slitter,0.01011775,Time alloc.
8470001OT,[M]Office supplies expense,CPMTSW,SEWING,0.09339117,Time alloc.
8470001OT,[M]Office supplies expense,CPRA01,RA1,0.03315021,Time alloc.
8470001OT,[M]Office supplies expense,CPRA02,RA2,0.05944844,Time alloc.
8470001OT,[M]Office supplies expense,CPRA03,RA3,0.07896496,Time alloc.
8470001OT,[M]Office supplies expense,CPRA04,RA4,0.07876228,Time alloc.
8470001OT,[M]Office supplies expense,CPRE01,RE1,0.03946778,Time alloc.
8470001OT,[M]Office supplies expense,CPRE02,RE2,0.09481709,Time alloc.
8470001OT,[M]Office supplies expense,CPRE03,RE3,0.0724321,Time alloc.
8470001OT,[M]Office supplies expense,CPRE04,RE4,0.09222665,Time alloc.
8470001OT,[M]Office supplies expense,CPRE05,RE5,0.06910998,Time alloc.
8470001OT,[M]Office supplies expense,CPSL01,Sunline1,0.06216917,Time alloc.
8470001OT,[M]Office supplies expense,CPSY01,Synchro 1,0.05710626,Time alloc.
8470001OT,[M]Office supplies expense,CPSY02,Synchro 2,0.06467388,Time alloc.
8470001OT,[M]Office supplies expense,CPSY03,Synchro 3,0.30524087,Time alloc.
8470001OT,[M]Office supplies expense,CPSY04,Synchro 4,0.00548125,Time alloc.
8470001OT,[M]Office supplies expense,CPWP01,WP1,0.0401729,Time alloc.
8470001OT,[M]Office supplies expense,CPWP02,WP2,0.04649084,Time alloc.
8470001OT,[M]Office supplies expense,CPWP03,WP3,0.06087949,Time alloc.
8470001OT,[M]Office supplies expense,CPWP04,WP4,0.08009642,Time alloc.
8470001OT,[M]Office supplies expense,CPWP06,WP6,0.08237687,Time alloc.
8470001OT,[M]Office supplies expense,CPWP07,WP7,0.11327884,Time alloc.
8470001OT,[M]Office supplies expense,CPWP08,WP8,0.06178079,Time alloc.
8470001OT,[M]Office supplies expense,CPWP09,WP9,0.06369224,Time alloc.
8470001OT,[M]Office supplies expense,CPWP10,WP10,0.03805533,Time alloc.
8470001OT,[M]Office supplies expense,CPWPAB,AIR BAG,0.06073122,Time alloc.
8470001OT,[M]Office supplies expense,CPWPDL,D LINE,0.11559972,Time alloc.
8470001OT,[M]Office supplies expense,CPWPLL,LONG LINE,0.04151714,Time alloc.
8470001WS,[M]Office supplies expense,CPAT01,AT-1,0.09278965,Time alloc.
8470001WS,[M]Office supplies expense,CPAT02,AT-2,0.09851083,Time alloc.
8470001WS,[M]Office supplies expense,CPAT03,AT-3,0.04922531,Time alloc.
8470001WS,[M]Office supplies expense,CPBB01,BANBURY1,0.05203827,Time alloc.
8470001WS,[M]Office supplies expense,CPBB02,BANBURY2,0.03802005,Time alloc.
8470001WS,[M]Office supplies expense,CPBI01,Wiper Inspection,0.00735642,Time alloc.
8470001WS,[M]Office supplies expense,CPBI02,Wiper Side Cut,0.00812803,Time alloc.
8470001WS,[M]Office supplies expense,CPBI03,Wiper Center Cut,0.00543878,Time alloc.
8470001WS,[M]Office supplies expense,CPBIG1,Wiper Graphite1,0.00014723,Time alloc.
8470001WS,[M]Office supplies expense,CPBR01,Wiper Press,0.00121952,Time alloc.
8470001WS,[M]Office supplies expense,CPBR02,Wiper Chlorine,0.00160036,Time alloc.
8470001WS,[M]Office supplies expense,CPCL01,CALENDER1,0.08015932,Time alloc.
8470001WS,[M]Office supplies expense,CPCL02,CALENDER2,0.0425587,Time alloc.
8470001WS,[M]Office supplies expense,CPCL03,CALENDER3,0.07046664,Time alloc.
8470001WS,[M]Office supplies expense,CPGD01,GD1,0.08896711,Time alloc.
8470001WS,[M]Office supplies expense,CPKN01,KNEADER1,0.02673877,Time alloc.
8470001WS,[M]Office supplies expense,CPKN03,KNEADER3,0.02276752,Time alloc.
8470001WS,[M]Office supplies expense,CPKN04,KNEADER4,0.07209775,Time alloc.
8470001WS,[M]Office supplies expense,CPMT45,45 degrees,0.02596619,Time alloc.
8470001WS,[M]Office supplies expense,CPMT70,45 and 70 degrees,0.00749988,Time alloc.
8470001WS,[M]Office supplies expense,CPMTBJ,BUTT JOINT,0.01867591,Time alloc.
8470001WS,[M]Office supplies expense,CPMTBS,BIAS,0.02596619,Time alloc.
8470001WS,[M]Office supplies expense,CPMTDY,DYEING,0.00136179,Time alloc.
8470001WS,[M]Office supplies expense,CPMTLR,Liner rewinding,0.01295966,Time alloc.
8470001WS,[M]Office supplies expense,CPMTST,Slitter,0.00091245,Time alloc.
8470001WS,[M]Office supplies expense,CPMTSW,SEWING,0.00816414,Time alloc.
8470001WS,[M]Office supplies expense,CPRA01,RA1,0.00233694,Time alloc.
8470001WS,[M]Office supplies expense,CPRA02,RA2,0.00457114,Time alloc.
8470001WS,[M]Office supplies expense,CPRA03,RA3,0.00532242,Time alloc.
8470001WS,[M]Office supplies expense,CPRA04,RA4,0.00693114,Time alloc.
8470001WS,[M]Office supplies expense,CPRE01,RE1,0.00216787,Time alloc.
8470001WS,[M]Office supplies expense,CPRE02,RE2,0.00615433,Time alloc.
8470001WS,[M]Office supplies expense,CPRE03,RE3,0.00546288,Time alloc.
8470001WS,[M]Office supplies expense,CPRE04,RE4,0.01074318,Time alloc.
8470001WS,[M]Office supplies expense,CPRE05,RE5,0.00521827,Time alloc.
8470001WS,[M]Office supplies expense,CPSL01,Sunline1,0.28771422,Time alloc.
8470001WS,[M]Office supplies expense,CPSY01,Synchro 1,0.01277711,Time alloc.
8470001WS,[M]Office supplies expense,CPSY02,Synchro 2,0.01523652,Time alloc.
8470001WS,[M]Office supplies expense,CPSY03,Synchro 3,0.0629602,Time alloc.
8470001WS,[M]Office supplies expense,CPSY04,Synchro 4,0.00767604,Time alloc.
8470001WS,[M]Office supplies expense,CPWP01,WP1,0.0182899,Time alloc.
8470001WS,[M]Office supplies expense,CPWP02,WP2,0.01696193,Time alloc.
8470001WS,[M]Office supplies expense,CPWP03,WP3,0.02284205,Time alloc.
8470001WS,[M]Office supplies expense,CPWP04,WP4,0.03697954,Time alloc.
8470001WS,[M]Office supplies expense,CPWP06,WP6,0.03449288,Time alloc.
8470001WS,[M]Office supplies expense,CPWP07,WP7,0.06994574,Time alloc.
8470001WS,[M]Office supplies expense,CPWP08,WP8,0.03672769,Time alloc.
8470001WS,[M]Office supplies expense,CPWP09,WP9,0.01107196,Time alloc.
8470001WS,[M]Office supplies expense,CPWP10,WP10,0.01895047,Time alloc.
8470001WS,[M]Office supplies expense,CPWPAB,AIR BAG,0.04624351,Time alloc.
8470001WS,[M]Office supplies expense,CPWPDL,D LINE,0.05175965,Time alloc.
8470001WS,[M]Office supplies expense,CPWPLL,LONG LINE,0.01927936,Time alloc.
8490001,[M]Repair expense,CPBB01,BANBURY1,1.34988893,Time alloc.
8490001,[M]Repair expense,CPBB02,BANBURY2,0.43131605,Time alloc.
8490001,[M]Repair expense,CPBI01,Wiper Inspection,0.05552066,Time alloc.
8490001,[M]Repair expense,CPBIG1,Wiper Graphite1,0.25345124,Time alloc.
8490001,[M]Repair expense,CPBIG2,Wiper Graphite2,0.12593923,Time alloc.
8490001,[M]Repair expense,CPBR01,Wiper Press,0.03921232,Time alloc.
8490001,[M]Repair expense,CPBR02,Wiper Chlorine,0.05002773,Time alloc.
8490001,[M]Repair expense,CPBRCR,Wiper ChlorineMixing,0.01797864,Time alloc.
8490001,[M]Repair expense,CPBRCT,Wiper Rubber Cutting,0.27755933,Time alloc.
8490001,[M]Repair expense,CPBRK1,Wiper KN1,0.53326221,Time alloc.
8490001,[M]Repair expense,CPCL02,CALENDER2,0.90383819,Time alloc.
8490001,[M]Repair expense,CPCL03,CALENDER3,2.45892769,Time alloc.
8490001,[M]Repair expense,CPGD01,GD1,0.01217074,Time alloc.
8490001,[M]Repair expense,CPKN03,KNEADER3,1.0348729,Time alloc.
8490001,[M]Repair expense,CPKN04,KNEADER4,1.37584736,Time alloc.
8490001,[M]Repair expense,CPMT70,45 and 70 degrees,0.07513211,Time alloc.
8490001,[M]Repair expense,CPMTBS,BIAS,1.34358598,Time alloc.
8490001,[M]Repair expense,CPMTST,Slitter,0.01631008,Time alloc.
8490001,[M]Repair expense,CPMTSW,SEWING,0.09739356,Time alloc.
8490001,[M]Repair expense,CPRA02,RA2,0.36011748,Time alloc.
8490001,[M]Repair expense,CPRA03,RA3,0.12725433,Time alloc.
8490001,[M]Repair expense,CPRA04,RA4,0.19859667,Time alloc.
8490001,[M]Repair expense,CPRE01,RE1,0.28236949,Time alloc.
8490001,[M]Repair expense,CPRE02,RE2,0.03950139,Time alloc.
8490001,[M]Repair expense,CPRE03,RE3,0.47047791,Time alloc.
8490001,[M]Repair expense,CPRE04,RE4,0.44752773,Time alloc.
8490001,[M]Repair expense,CPRE05,RE5,0.03480185,Time alloc.
8490001,[M]Repair expense,CPSL01,Sunline1,0.28561231,Time alloc.
8490001,[M]Repair expense,CPSY01,Synchro 1,0.19426899,Time alloc.
8490001,[M]Repair expense,CPSY02,Synchro 2,0.96630481,Time alloc.
8490001,[M]Repair expense,CPWP01,WP1,0.05527976,Time alloc.
8490001,[M]Repair expense,CPWP02,WP2,0.08999677,Time alloc.
8490001,[M]Repair expense,CPWP03,WP3,0.1204353,Time alloc.
8490001,[M]Repair expense,CPWP04,WP4,0.19520966,Time alloc.
8490001,[M]Repair expense,CPWP07,WP7,0.19231622,Time alloc.
8490001,[M]Repair expense,CPWP08,WP8,0.15439984,Time alloc.
8490001,[M]Repair expense,CPWP09,WP9,0.25265175,Time alloc.
8490001,[M]Repair expense,CPWP10,WP10,0.10028446,Time alloc.
8490001,[M]Repair expense,CPWPDL,D LINE,0.01369047,Time alloc.
8490001,[M]Repair expense,CPWPLL,LONG LINE,0.07417009,Time alloc.
8490001OT,[M]Repair expense,CPAT01,AT-1,0.0785157,Time alloc.
8490001OT,[M]Repair expense,CPAT02,AT-2,0.06329924,Time alloc.
8490001OT,[M]Repair expense,CPAT03,AT-3,0.03259455,Time alloc.
8490001OT,[M]Repair expense,CPATIJ,AT Injection,0.00551348,Time alloc.
8490001OT,[M]Repair expense,CPBB01,BANBURY1,0.07042047,Time alloc.
8490001OT,[M]Repair expense,CPBB02,BANBURY2,0.0514504,Time alloc.
8490001OT,[M]Repair expense,CPBI01,Wiper Inspection,0.02790616,Time alloc.
8490001OT,[M]Repair expense,CPBI02,Wiper Side Cut,0.0306699,Time alloc.
8490001OT,[M]Repair expense,CPBI03,Wiper Center Cut,0.02322445,Time alloc.
8490001OT,[M]Repair expense,CPBIG1,Wiper Graphite1,0.00064875,Time alloc.
8490001OT,[M]Repair expense,CPBR01,Wiper Press,0.00635592,Time alloc.
8490001OT,[M]Repair expense,CPBR02,Wiper Chlorine,0.00846253,Time alloc.
8490001OT,[M]Repair expense,CPBRC1,Wiper CL1,0.00752244,Time alloc.
8490001OT,[M]Repair expense,CPBRCR,Wiper ChlorineMixing,0.00004627,Time alloc.
8490001OT,[M]Repair expense,CPBRCT,Wiper Rubber Cutting,0.00099624,Time alloc.
8490001OT,[M]Repair expense,CPBRK1,Wiper KN1,0.01860465,Time alloc.
8490001OT,[M]Repair expense,CPCL01,CALENDER1,0.10360539,Time alloc.
8490001OT,[M]Repair expense,CPCL02,CALENDER2,0.05395671,Time alloc.
8490001OT,[M]Repair expense,CPCL03,CALENDER3,0.0893389,Time alloc.
8490001OT,[M]Repair expense,CPGD01,GD1,0.00050182,Time alloc.
8490001OT,[M]Repair expense,CPKN01,KNEADER1,0.03455433,Time alloc.
8490001OT,[M]Repair expense,CPKN03,KNEADER3,0.02790161,Time alloc.
8490001OT,[M]Repair expense,CPKN04,KNEADER4,0.09546385,Time alloc.
8490001OT,[M]Repair expense,CPMT45,45 degrees,0.03353113,Time alloc.
8490001OT,[M]Repair expense,CPMT70,45 and 70 degrees,0.0106946,Time alloc.
8490001OT,[M]Repair expense,CPMTBJ,BUTT JOINT,0.02411692,Time alloc.
8490001OT,[M]Repair expense,CPMTBS,BIAS,0.03355592,Time alloc.
8490001OT,[M]Repair expense,CPMTDY,DYEING,0.00190413,Time alloc.
8490001OT,[M]Repair expense,CPMTLR,Liner rewinding,0.01676215,Time alloc.
8490001OT,[M]Repair expense,CPMTST,Slitter,0.00117891,Time alloc.
8490001OT,[M]Repair expense,CPMTSW,SEWING,0.01171624,Time alloc.
8490001OT,[M]Repair expense,CPRA01,RA1,0.01226462,Time alloc.
8490001OT,[M]Repair expense,CPRA02,RA2,0.02187195,Time alloc.
8490001OT,[M]Repair expense,CPRA03,RA3,0.02733184,Time alloc.
8490001OT,[M]Repair expense,CPRA04,RA4,0.03132489,Time alloc.
8490001OT,[M]Repair expense,CPRE01,RE1,0.0117975,Time alloc.
8490001OT,[M]Repair expense,CPRE02,RE2,0.03399603,Time alloc.
8490001OT,[M]Repair expense,CPRE03,RE3,0.02536001,Time alloc.
8490001OT,[M]Repair expense,CPRE04,RE4,0.05432757,Time alloc.
8490001OT,[M]Repair expense,CPRE05,RE5,0.02600577,Time alloc.
8490001OT,[M]Repair expense,CPSL01,Sunline1,0.01788629,Time alloc.
8490001OT,[M]Repair expense,CPSY01,Synchro 1,0.04294672,Time alloc.
8490001OT,[M]Repair expense,CPSY02,Synchro 2,0.05085507,Time alloc.
8490001OT,[M]Repair expense,CPSY03,Synchro 3,0.27035768,Time alloc.
8490001OT,[M]Repair expense,CPSY04,Synchro 4,0.00278259,Time alloc.
8490001OT,[M]Repair expense,CPWP01,WP1,0.01103377,Time alloc.
8490001OT,[M]Repair expense,CPWP02,WP2,0.01190127,Time alloc.
8490001OT,[M]Repair expense,CPWP03,WP3,0.01530751,Time alloc.
8490001OT,[M]Repair expense,CPWP04,WP4,0.02219098,Time alloc.
8490001OT,[M]Repair expense,CPWP06,WP6,0.02169891,Time alloc.
8490001OT,[M]Repair expense,CPWP07,WP7,0.0365326,Time alloc.
8490001OT,[M]Repair expense,CPWP08,WP8,0.01967389,Time alloc.
8490001OT,[M]Repair expense,CPWP09,WP9,0.01822669,Time alloc.
8490001OT,[M]Repair expense,CPWP10,WP10,0.01080904,Time alloc.
8490001OT,[M]Repair expense,CPWPAB,AIR BAG,0.01550876,Time alloc.
8490001OT,[M]Repair expense,CPWPDL,D LINE,0.03145752,Time alloc.
8490001OT,[M]Repair expense,CPWPLL,LONG LINE,0.01152646,Time alloc.
8490001WS,[M]Repair expense,CPBB01,BANBURY1,0.33266396,Time alloc.
8490001WS,[M]Repair expense,CPBB02,BANBURY2,0.24305,Time alloc.
8490001WS,[M]Repair expense,CPBI01,Wiper Inspection,0.00234424,Time alloc.
8490001WS,[M]Repair expense,CPBI02,Wiper Side Cut,0.00164301,Time alloc.
8490001WS,[M]Repair expense,CPBI03,Wiper Center Cut,0.00328077,Time alloc.
8490001WS,[M]Repair expense,CPBIG1,Wiper Graphite1,0.00019403,Time alloc.
8490001WS,[M]Repair expense,CPBR01,Wiper Press,0.00036647,Time alloc.
8490001WS,[M]Repair expense,CPBR02,Wiper Chlorine,0.00048091,Time alloc.
8490001WS,[M]Repair expense,CPCL01,CALENDER1,0.16395426,Time alloc.
8490001WS,[M]Repair expense,CPCL02,CALENDER2,0.08808717,Time alloc.
8490001WS,[M]Repair expense,CPCL03,CALENDER3,0.14660246,Time alloc.
8490001WS,[M]Repair expense,CPGD01,GD1,0.00100857,Time alloc.
8490001WS,[M]Repair expense,CPKN01,KNEADER1,0.05525919,Time alloc.
8490001WS,[M]Repair expense,CPKN03,KNEADER3,0.04983299,Time alloc.
8490001WS,[M]Repair expense,CPKN04,KNEADER4,0.14042866,Time alloc.
8490001WS,[M]Repair expense,CPMT45,45 degrees,0.0528654,Time alloc.
8490001WS,[M]Repair expense,CPMT70,45 and 70 degrees,0.01519991,Time alloc.
8490001WS,[M]Repair expense,CPMTBJ,BUTT JOINT,0.038239,Time alloc.
8490001WS,[M]Repair expense,CPMTBS,BIAS,0.0528654,Time alloc.
8490001WS,[M]Repair expense,CPMTDY,DYEING,0.00273648,Time alloc.
8490001WS,[M]Repair expense,CPMTLR,Liner rewinding,0.0263846,Time alloc.
8490001WS,[M]Repair expense,CPMTST,Slitter,0.0018577,Time alloc.
8490001WS,[M]Repair expense,CPMTSW,SEWING,0.01433718,Time alloc.
8490001WS,[M]Repair expense,CPRA01,RA1,0.04976753,Time alloc.
8490001WS,[M]Repair expense,CPRA02,RA2,0.0950884,Time alloc.
8490001WS,[M]Repair expense,CPRA03,RA3,0.11453973,Time alloc.
8490001WS,[M]Repair expense,CPRA04,RA4,0.14810285,Time alloc.
8490001WS,[M]Repair expense,CPRE01,RE1,0.05137939,Time alloc.
8490001WS,[M]Repair expense,CPRE02,RE2,0.11841527,Time alloc.
8490001WS,[M]Repair expense,CPRE03,RE3,0.1284514,Time alloc.
8490001WS,[M]Repair expense,CPRE04,RE4,0.14835755,Time alloc.
8490001WS,[M]Repair expense,CPRE05,RE5,0.11284489,Time alloc.
8490001WS,[M]Repair expense,CPSY01,Synchro 1,0.10787072,Time alloc.
8490001WS,[M]Repair expense,CPSY02,Synchro 2,0.14835965,Time alloc.
8490001WS,[M]Repair expense,CPSY03,Synchro 3,0.34921745,Time alloc.
8490001WS,[M]Repair expense,CPSY04,Synchro 4,0.02974222,Time alloc.
8490001WS,[M]Repair expense,CPWP01,WP1,0.01287105,Time alloc.
8490001WS,[M]Repair expense,CPWP02,WP2,0.01153309,Time alloc.
8490001WS,[M]Repair expense,CPWP03,WP3,0.01565534,Time alloc.
8490001WS,[M]Repair expense,CPWP04,WP4,0.02852236,Time alloc.
8490001WS,[M]Repair expense,CPWP06,WP6,0.02321613,Time alloc.
8490001WS,[M]Repair expense,CPWP07,WP7,0.04429384,Time alloc.
8490001WS,[M]Repair expense,CPWP08,WP8,0.02203976,Time alloc.
8490001WS,[M]Repair expense,CPWP09,WP9,0.02490056,Time alloc.
8490001WS,[M]Repair expense,CPWP10,WP10,0.01162042,Time alloc.
8490001WS,[M]Repair expense,CPWPAB,AIR BAG,0.01599871,Time alloc.
8490001WS,[M]Repair expense,CPWPDL,D LINE,0.03231213,Time alloc.
8490001WS,[M]Repair expense,CPWPLL,LONG LINE,0.0134698,Time alloc.
8490101,[M]Maintenance expense,CPAT01,AT-1,1.75467674,Time alloc.
8490101,[M]Maintenance expense,CPAT02,AT-2,0.61581595,Time alloc.
8490101,[M]Maintenance expense,CPAT03,AT-3,0.85602145,Time alloc.
8490101,[M]Maintenance expense,CPATIJ,AT Injection,0.00411839,Time alloc.
8490101,[M]Maintenance expense,CPBB01,BANBURY1,1.31589111,Time alloc.
8490101,[M]Maintenance expense,CPBB02,BANBURY2,0.87862262,Time alloc.
8490101,[M]Maintenance expense,CPBI01,Wiper Inspection,0.02156028,Time alloc.
8490101,[M]Maintenance expense,CPBIG1,Wiper Graphite1,0.02776094,Time alloc.
8490101,[M]Maintenance expense,CPBR01,Wiper Press,0.01632484,Time alloc.
8490101,[M]Maintenance expense,CPBRC1,Wiper CL1,0.03035086,Time alloc.
8490101,[M]Maintenance expense,CPBRCR,Wiper ChlorineMixing,0.06304931,Time alloc.
8490101,[M]Maintenance expense,CPBRK1,Wiper KN1,1.37459343,Time alloc.
8490101,[M]Maintenance expense,CPCL02,CALENDER2,0.38209137,Time alloc.
8490101,[M]Maintenance expense,CPCL03,CALENDER3,0.64944537,Time alloc.
8490101,[M]Maintenance expense,CPGD01,GD1,0.0449165,Time alloc.
8490101,[M]Maintenance expense,CPGD02,GD2,0.20160866,Time alloc.
8490101,[M]Maintenance expense,CPKN02,KNEADER2,3.53450532,Time alloc.
8490101,[M]Maintenance expense,CPKN03,KNEADER3,0.72430502,Time alloc.
8490101,[M]Maintenance expense,CPKN04,KNEADER4,4.89829956,Time alloc.
8490101,[M]Maintenance expense,CPMTBJ,BUTT JOINT,0.1008413,Time alloc.
8490101,[M]Maintenance expense,CPMTBS,BIAS,0.32064206,Time alloc.
8490101,[M]Maintenance expense,CPMTDY,DYEING,0.02317239,Time alloc.
8490101,[M]Maintenance expense,CPMTSW,SEWING,0.14676109,Time alloc.
8490101,[M]Maintenance expense,CPRA01,RA1,1.09935972,Time alloc.
8490101,[M]Maintenance expense,CPRA02,RA2,1.33554094,Time alloc.
8490101,[M]Maintenance expense,CPRA03,RA3,0.65291349,Time alloc.
8490101,[M]Maintenance expense,CPRA04,RA4,0.6365948,Time alloc.
8490101,[M]Maintenance expense,CPRE01,RE1,0.84319986,Time alloc.
8490101,[M]Maintenance expense,CPRE02,RE2,0.24812496,Time alloc.
8490101,[M]Maintenance expense,CPRE03,RE3,0.34431319,Time alloc.
8490101,[M]Maintenance expense,CPRE04,RE4,0.39866593,Time alloc.
8490101,[M]Maintenance expense,CPRE05,RE5,0.37563602,Time alloc.
8490101,[M]Maintenance expense,CPSY01,Synchro 1,1.02322619,Time alloc.
8490101,[M]Maintenance expense,CPSY02,Synchro 2,0.71397275,Time alloc.
8490101,[M]Maintenance expense,CPSY03,Synchro 3,25.92602608,Time alloc.
8490101,[M]Maintenance expense,CPWP01,WP1,0.42996706,Time alloc.
8490101,[M]Maintenance expense,CPWP02,WP2,0.2048456,Time alloc.
8490101,[M]Maintenance expense,CPWP03,WP3,0.07553962,Time alloc.
8490101,[M]Maintenance expense,CPWP04,WP4,0.53213907,Time alloc.
8490101,[M]Maintenance expense,CPWP06,WP6,1.52757395,Time alloc.
8490101,[M]Maintenance expense,CPWP07,WP7,0.35747906,Time alloc.
8490101,[M]Maintenance expense,CPWP08,WP8,0.14304433,Time alloc.
8490101,[M]Maintenance expense,CPWP09,WP9,0.47030977,Time alloc.
8490101,[M]Maintenance expense,CPWP10,WP10,1.26072226,Time alloc.
8490101,[M]Maintenance expense,CPWPAB,AIR BAG,1.16417437,Time alloc.
8490101,[M]Maintenance expense,CPWPDL,D LINE,0.10726811,Time alloc.
8490101,[M]Maintenance expense,CPWPLL,LONG LINE,0.09230128,Time alloc.
8490101OT,[M]Maintenance expense,CPAT01,AT-1,1.2338681,Time alloc.
8490101OT,[M]Maintenance expense,CPAT02,AT-2,0.97203016,Time alloc.
8490101OT,[M]Maintenance expense,CPAT03,AT-3,0.53614817,Time alloc.
8490101OT,[M]Maintenance expense,CPATIJ,AT Injection,0.06588122,Time alloc.
8490101OT,[M]Maintenance expense,CPBB01,BANBURY1,1.03556043,Time alloc.
8490101OT,[M]Maintenance expense,CPBB02,BANBURY2,0.75659821,Time alloc.
8490101OT,[M]Maintenance expense,CPBI01,Wiper Inspection,0.07817533,Time alloc.
8490101OT,[M]Maintenance expense,CPBI02,Wiper Side Cut,0.08669811,Time alloc.
8490101OT,[M]Maintenance expense,CPBI03,Wiper Center Cut,0.1048807,Time alloc.
8490101OT,[M]Maintenance expense,CPBIG1,Wiper Graphite1,0.00165406,Time alloc.
8490101OT,[M]Maintenance expense,CPBR01,Wiper Press,0.00960343,Time alloc.
8490101OT,[M]Maintenance expense,CPBR02,Wiper Chlorine,0.01358095,Time alloc.
8490101OT,[M]Maintenance expense,CPBRC1,Wiper CL1,0.03893497,Time alloc.
8490101OT,[M]Maintenance expense,CPBRCR,Wiper ChlorineMixing,0.00037141,Time alloc.
8490101OT,[M]Maintenance expense,CPBRCT,Wiper Rubber Cutting,0.00594969,Time alloc.
8490101OT,[M]Maintenance expense,CPBRK1,Wiper KN1,0.09650326,Time alloc.
8490101OT,[M]Maintenance expense,CPCL01,CALENDER1,1.47194902,Time alloc.
8490101OT,[M]Maintenance expense,CPCL02,CALENDER2,0.77212445,Time alloc.
8490101OT,[M]Maintenance expense,CPCL03,CALENDER3,1.2784462,Time alloc.
8490101OT,[M]Maintenance expense,CPGD01,GD1,0.00880913,Time alloc.
8490101OT,[M]Maintenance expense,CPKN01,KNEADER1,0.49030707,Time alloc.
8490101OT,[M]Maintenance expense,CPKN03,KNEADER3,0.40506551,Time alloc.
8490101OT,[M]Maintenance expense,CPKN04,KNEADER4,1.37254657,Time alloc.
8490101OT,[M]Maintenance expense,CPMT45,45 degrees,0.4761362,Time alloc.
8490101OT,[M]Maintenance expense,CPMT70,45 and 70 degrees,0.16020093,Time alloc.
8490101OT,[M]Maintenance expense,CPMTBJ,BUTT JOINT,0.34233412,Time alloc.
8490101OT,[M]Maintenance expense,CPMTBS,BIAS,0.47614026,Time alloc.
8490101OT,[M]Maintenance expense,CPMTDY,DYEING,0.02823847,Time alloc.
8490101OT,[M]Maintenance expense,CPMTLR,Liner rewinding,0.23767025,Time alloc.
