Alloc. A/C CD,Alloc. A/C name,Dept./Process CD,Dept./Process name,Alloc. rate,Alloc. basis
8344001WS,[M]Depreciation-Buildings(straight-line),CPMT45,45 degrees,0.02433358,Time alloc.
8344001WS,[M]Depreciation-Buildings(straight-line),CPMT70,45 and 70 degrees,0.00703043,Time alloc.
8344001WS,[M]Depreciation-Buildings(straight-line),CPMTBJ,BUTT JOINT,0.01750168,Time alloc.
8344001WS,[M]Depreciation-Buildings(straight-line),CPMTBS,BIAS,0.02433358,Time alloc.
8344001WS,[M]Depreciation-Buildings(straight-line),CPMTDY,DYEING,0.00127655,Time alloc.
8344001WS,[M]Depreciation-Buildings(straight-line),CPMTLR,Liner rewinding,0.0121449,Time alloc.
8344001WS,[M]Depreciation-Buildings(straight-line),CPMTST,Slitter,0.00085534,Time alloc.
8344001WS,[M]Depreciation-Buildings(straight-line),CPMTSW,SEWING,0.00804739,Time alloc.
8344001WS,[M]Depreciation-Buildings(straight-line),CPWP01,WP1,0.02687853,Time alloc.
8344001WS,[M]Depreciation-Buildings(straight-line),CPWP02,WP2,0.02408656,Time alloc.
8344001WS,[M]Depreciation-Buildings(straight-line),CPWP03,WP3,0.03324458,Time alloc.
8344001WS,[M]Depreciation-Buildings(straight-line),CPWP04,WP4,0.05524666,Time alloc.
8344001WS,[M]Depreciation-Buildings(straight-line),CPWP06,WP6,0.04976642,Time alloc.
8344001WS,[M]Depreciation-Buildings(straight-line),CPWP07,WP7,0.09986405,Time alloc.
8344001WS,[M]Depreciation-Buildings(straight-line),CPWP08,WP8,0.05062441,Time alloc.
8344001WS,[M]Depreciation-Buildings(straight-line),CPWP09,WP9,0.0414354,Time alloc.
8344001WS,[M]Depreciation-Buildings(straight-line),CPWP10,WP10,0.02824931,Time alloc.
8344001WS,[M]Depreciation-Buildings(straight-line),CPWPAB,AIR BAG,0.03993732,Time alloc.
8344001WS,[M]Depreciation-Buildings(straight-line),CPWPDL,D LINE,0.07364215,Time alloc.
8344001WS,[M]Depreciation-Buildings(straight-line),CPWPLL,LONG LINE,0.02819337,Time alloc.
8430001OT,[M]Entertainment cost,CPAT01,AT-1,0.00516801,Time alloc.
8430001OT,[M]Entertainment cost,CPAT02,AT-2,0.00453103,Time alloc.
8430001OT,[M]Entertainment cost,CPAT03,AT-3,0.00197017,Time alloc.
8430001OT,[M]Entertainment cost,CPATIJ,AT Injection,0.00018783,Time alloc.
8430001OT,[M]Entertainment cost,CPBB01,BANBURY1,0.00125564,Time alloc.
8430001OT,[M]Entertainment cost,CPBB02,BANBURY2,0.00095364,Time alloc.
8430001OT,[M]Entertainment cost,CPBI01,Wiper Inspection,0.00027182,Time alloc.
8430001OT,[M]Entertainment cost,CPBI02,Wiper Side Cut,0.00033906,Time alloc.
8430001OT,[M]Entertainment cost,CPBI03,Wiper Center Cut,0.00122379,Time alloc.
8430001OT,[M]Entertainment cost,CPBR01,Wiper Press,0.0000271,Time alloc.
8430001OT,[M]Entertainment cost,CPBR02,Wiper Chlorine,0.00005576,Time alloc.
8430001OT,[M]Entertainment cost,CPBRC1,Wiper CL1,0.00084132,Time alloc.
8430001OT,[M]Entertainment cost,CPBRCR,Wiper ChlorineMixing,0.00000675,Time alloc.
8430001OT,[M]Entertainment cost,CPBRCT,Wiper Rubber Cutting,0.00013,Time alloc.
8430001OT,[M]Entertainment cost,CPBRK1,Wiper KN1,0.00208138,Time alloc.
8430001OT,[M]Entertainment cost,CPCL01,CALENDER1,0.00199191,Time alloc.
8430001OT,[M]Entertainment cost,CPCL02,CALENDER2,0.00103655,Time alloc.
8430001OT,[M]Entertainment cost,CPCL03,CALENDER3,0.00171833,Time alloc.
8430001OT,[M]Entertainment cost,CPGD01,GD1,0.00005415,Time alloc.
8430001OT,[M]Entertainment cost,CPKN01,KNEADER1,0.00065495,Time alloc.
8430001OT,[M]Entertainment cost,CPKN03,KNEADER3,0.00053164,Time alloc.
8430001OT,[M]Entertainment cost,CPKN04,KNEADER4,0.00175353,Time alloc.
8430001OT,[M]Entertainment cost,CPMT45,45 degrees,0.00063765,Time alloc.
8430001OT,[M]Entertainment cost,CPMT70,45 and 70 degrees,0.00018619,Time alloc.
8430001OT,[M]Entertainment cost,CPMTBJ,BUTT JOINT,0.00046364,Time alloc.
8430001OT,[M]Entertainment cost,CPMTBS,BIAS,0.00064157,Time alloc.
8430001OT,[M]Entertainment cost,CPMTDY,DYEING,0.0000333,Time alloc.
8430001OT,[M]Entertainment cost,CPMTLR,Liner rewinding,0.00032274,Time alloc.
8430001OT,[M]Entertainment cost,CPMTST,Slitter,0.00002239,Time alloc.
8430001OT,[M]Entertainment cost,CPMTSW,SEWING,0.00022265,Time alloc.
8430001OT,[M]Entertainment cost,CPRA01,RA1,0.00082433,Time alloc.
8430001OT,[M]Entertainment cost,CPRA02,RA2,0.00141153,Time alloc.
8430001OT,[M]Entertainment cost,CPRA03,RA3,0.00202689,Time alloc.
8430001OT,[M]Entertainment cost,CPRA04,RA4,0.00161255,Time alloc.
8430001OT,[M]Entertainment cost,CPRE01,RE1,0.00113065,Time alloc.
8430001OT,[M]Entertainment cost,CPRE02,RE2,0.00270465,Time alloc.
8430001OT,[M]Entertainment cost,CPRE03,RE3,0.0016769,Time alloc.
8430001OT,[M]Entertainment cost,CPRE04,RE4,0.00198106,Time alloc.
8430001OT,[M]Entertainment cost,CPRE05,RE5,0.00168734,Time alloc.
8430001OT,[M]Entertainment cost,CPSL01,Sunline1,0.00264877,Time alloc.
8430001OT,[M]Entertainment cost,CPSY01,Synchro 1,0.00252888,Time alloc.
8430001OT,[M]Entertainment cost,CPSY02,Synchro 2,0.00293158,Time alloc.
8430001OT,[M]Entertainment cost,CPSY03,Synchro 3,0.01252328,Time alloc.
8430001OT,[M]Entertainment cost,CPWP01,WP1,0.001052,Time alloc.
8430001OT,[M]Entertainment cost,CPWP02,WP2,0.00137052,Time alloc.
8430001OT,[M]Entertainment cost,CPWP03,WP3,0.00168305,Time alloc.
8430001OT,[M]Entertainment cost,CPWP04,WP4,0.00205998,Time alloc.
8430001OT,[M]Entertainment cost,CPWP06,WP6,0.00234954,Time alloc.
8430001OT,[M]Entertainment cost,CPWP07,WP7,0.00277151,Time alloc.
8430001OT,[M]Entertainment cost,CPWP08,WP8,0.00166537,Time alloc.
8430001OT,[M]Entertainment cost,CPWP09,WP9,0.0015157,Time alloc.
8430001OT,[M]Entertainment cost,CPWP10,WP10,0.00092466,Time alloc.
8430001OT,[M]Entertainment cost,CPWPAB,AIR BAG,0.00195224,Time alloc.
8430001OT,[M]Entertainment cost,CPWPDL,D LINE,0.00313941,Time alloc.
8430001OT,[M]Entertainment cost,CPWPLL,LONG LINE,0.00107839,Time alloc.
8440001OT,[M]Travel expense,CPAT01,AT-1,0.02649643,Time alloc.
8440001OT,[M]Travel expense,CPAT02,AT-2,0.01338982,Time alloc.
8440001OT,[M]Travel expense,CPAT03,AT-3,0.0090484,Time alloc.
8440001OT,[M]Travel expense,CPATIJ,AT Injection,0.00283989,Time alloc.
8440001OT,[M]Travel expense,CPBB01,BANBURY1,0.01972446,Time alloc.
8440001OT,[M]Travel expense,CPBB02,BANBURY2,0.01441103,Time alloc.
8440001OT,[M]Travel expense,CPBI01,Wiper Inspection,0.00302487,Time alloc.
8440001OT,[M]Travel expense,CPBI02,Wiper Side Cut,0.00357078,Time alloc.
8440001OT,[M]Travel expense,CPBI03,Wiper Center Cut,0.01949138,Time alloc.
8440001OT,[M]Travel expense,CPBR01,Wiper Press,0.00042456,Time alloc.
8440001OT,[M]Travel expense,CPBR02,Wiper Chlorine,0.00087855,Time alloc.
8440001OT,[M]Travel expense,CPBRC1,Wiper CL1,0.01333724,Time alloc.
8440001OT,[M]Travel expense,CPBRCR,Wiper ChlorineMixing,0.00011053,Time alloc.
8440001OT,[M]Travel expense,CPBRCT,Wiper Rubber Cutting,0.00203808,Time alloc.
8440001OT,[M]Travel expense,CPBRK1,Wiper KN1,0.03311907,Time alloc.
8440001OT,[M]Travel expense,CPCL01,CALENDER1,0.03048686,Time alloc.
8440001OT,[M]Travel expense,CPCL02,CALENDER2,0.01603772,Time alloc.
8440001OT,[M]Travel expense,CPCL03,CALENDER3,0.02655448,Time alloc.
8440001OT,[M]Travel expense,CPGD01,GD1,0.0002778,Time alloc.
8440001OT,[M]Travel expense,CPKN01,KNEADER1,0.01021842,Time alloc.
8440001OT,[M]Travel expense,CPKN03,KNEADER3,0.00843375,Time alloc.
8440001OT,[M]Travel expense,CPKN04,KNEADER4,0.0275879,Time alloc.
8440001OT,[M]Travel expense,CPMT45,45 degrees,0.00987568,Time alloc.
8440001OT,[M]Travel expense,CPMT70,45 and 70 degrees,0.00285152,Time alloc.
8440001OT,[M]Travel expense,CPMTBJ,BUTT JOINT,0.00707778,Time alloc.
8440001OT,[M]Travel expense,CPMTBS,BIAS,0.00992317,Time alloc.
8440001OT,[M]Travel expense,CPMTDY,DYEING,0.00051776,Time alloc.
8440001OT,[M]Travel expense,CPMTLR,Liner rewinding,0.00498533,Time alloc.
8440001OT,[M]Travel expense,CPMTST,Slitter,0.00034446,Time alloc.
8440001OT,[M]Travel expense,CPMTSW,SEWING,0.00327818,Time alloc.
8440001OT,[M]Travel expense,CPRA01,RA1,0.0077579,Time alloc.
8440001OT,[M]Travel expense,CPRA02,RA2,0.01187019,Time alloc.
8440001OT,[M]Travel expense,CPRA03,RA3,0.02019151,Time alloc.
8440001OT,[M]Travel expense,CPRA04,RA4,0.01026023,Time alloc.
8440001OT,[M]Travel expense,CPRE01,RE1,0.01314815,Time alloc.
8440001OT,[M]Travel expense,CPRE02,RE2,0.02558425,Time alloc.
8440001OT,[M]Travel expense,CPRE03,RE3,0.01505187,Time alloc.
8440001OT,[M]Travel expense,CPRE04,RE4,0.01415912,Time alloc.
8440001OT,[M]Travel expense,CPRE05,RE5,0.01422375,Time alloc.
8440001OT,[M]Travel expense,CPSL01,Sunline1,0.02631143,Time alloc.
8440001OT,[M]Travel expense,CPSY01,Synchro 1,0.03037298,Time alloc.
8440001OT,[M]Travel expense,CPSY02,Synchro 2,0.03362553,Time alloc.
8440001OT,[M]Travel expense,CPSY03,Synchro 3,0.17348447,Time alloc.
8440001OT,[M]Travel expense,CPSY04,Synchro 4,0.21640009,Time alloc.
8440001OT,[M]Travel expense,CPWP01,WP1,0.01114704,Time alloc.
8440001OT,[M]Travel expense,CPWP02,WP2,0.01667181,Time alloc.
8440001OT,[M]Travel expense,CPWP03,WP3,0.02030402,Time alloc.
8440001OT,[M]Travel expense,CPWP04,WP4,0.02131561,Time alloc.
8440001OT,[M]Travel expense,CPWP06,WP6,0.02534331,Time alloc.
8440001OT,[M]Travel expense,CPWP07,WP7,0.02133263,Time alloc.
8440001OT,[M]Travel expense,CPWP08,WP8,0.0138748,Time alloc.
8440001OT,[M]Travel expense,CPWP09,WP9,0.01688062,Time alloc.
8440001OT,[M]Travel expense,CPWP10,WP10,0.0090602,Time alloc.
8440001OT,[M]Travel expense,CPWPAB,AIR BAG,0.01813948,Time alloc.
8440001OT,[M]Travel expense,CPWPDL,D LINE,0.03404738,Time alloc.
8440001OT,[M]Travel expense,CPWPLL,LONG LINE,0.0113621,Time alloc.
8440001WS,[M]Travel expense,CPBI01,Wiper Inspection,0.00118816,Time alloc.
8440001WS,[M]Travel expense,CPBI02,Wiper Side Cut,0.00130503,Time alloc.
8440001WS,[M]Travel expense,CPBI03,Wiper Center Cut,0.00163333,Time alloc.
8440001WS,[M]Travel expense,CPBIG1,Wiper Graphite1,0.00000664,Time alloc.
8440001WS,[M]Travel expense,CPWP01,WP1,0.00106709,Time alloc.
8440001WS,[M]Travel expense,CPWP02,WP2,0.00074587,Time alloc.
8440001WS,[M]Travel expense,CPWP03,WP3,0.0013358,Time alloc.
8440001WS,[M]Travel expense,CPWP04,WP4,0.00142696,Time alloc.
8440001WS,[M]Travel expense,CPWP06,WP6,0.00510615,Time alloc.
8440001WS,[M]Travel expense,CPWP07,WP7,0.00700838,Time alloc.
8440001WS,[M]Travel expense,CPWP08,WP8,0.00250655,Time alloc.
8440001WS,[M]Travel expense,CPWP09,WP9,0.00108644,Time alloc.
8440001WS,[M]Travel expense,CPWP10,WP10,0.00136797,Time alloc.
8440001WS,[M]Travel expense,CPWPAB,AIR BAG,0.00081401,Time alloc.
8440001WS,[M]Travel expense,CPWPDL,D LINE,0.00354124,Time alloc.
8440001WS,[M]Travel expense,CPWPLL,LONG LINE,0.00096585,Time alloc.
8450001OT,[M]Communication expense,CPAT01,AT-1,0.01300847,Time alloc.
8450001OT,[M]Communication expense,CPAT02,AT-2,0.01122164,Time alloc.
8450001OT,[M]Communication expense,CPAT03,AT-3,0.0058284,Time alloc.
8450001OT,[M]Communication expense,CPATIJ,AT Injection,0.00048272,Time alloc.
8450001OT,[M]Communication expense,CPBB01,BANBURY1,0.00436843,Time alloc.
8450001OT,[M]Communication expense,CPBB02,BANBURY2,0.00319165,Time alloc.
8450001OT,[M]Communication expense,CPBI01,Wiper Inspection,0.00070955,Time alloc.
8450001OT,[M]Communication expense,CPBI02,Wiper Side Cut,0.0008252,Time alloc.
8450001OT,[M]Communication expense,CPBI03,Wiper Center Cut,0.00345134,Time alloc.
8450001OT,[M]Communication expense,CPBIG1,Wiper Graphite1,0.00002113,Time alloc.
8450001OT,[M]Communication expense,CPBR01,Wiper Press,0.00009076,Time alloc.
8450001OT,[M]Communication expense,CPBR02,Wiper Chlorine,0.00017441,Time alloc.
8450001OT,[M]Communication expense,CPBRC1,Wiper CL1,0.00226706,Time alloc.
8450001OT,[M]Communication expense,CPBRCR,Wiper ChlorineMixing,0.00001958,Time alloc.
8450001OT,[M]Communication expense,CPBRCT,Wiper Rubber Cutting,0.00034643,Time alloc.
8450001OT,[M]Communication expense,CPBRK1,Wiper KN1,0.00562666,Time alloc.
8450001OT,[M]Communication expense,CPCL01,CALENDER1,0.00520637,Time alloc.
8450001OT,[M]Communication expense,CPCL02,CALENDER2,0.00274049,Time alloc.
8450001OT,[M]Communication expense,CPCL03,CALENDER3,0.00453757,Time alloc.
8450001OT,[M]Communication expense,CPGD01,GD1,0.00013102,Time alloc.
8450001OT,[M]Communication expense,CPKN01,KNEADER1,0.00173468,Time alloc.
8450001OT,[M]Communication expense,CPKN03,KNEADER3,0.00145484,Time alloc.
8450001OT,[M]Communication expense,CPKN04,KNEADER4,0.0052622,Time alloc.
8450001OT,[M]Communication expense,CPMT45,45 degrees,0.00167866,Time alloc.
8450001OT,[M]Communication expense,CPMT70,45 and 70 degrees,0.00074754,Time alloc.
8450001OT,[M]Communication expense,CPMTBJ,BUTT JOINT,0.0012023,Time alloc.
8450001OT,[M]Communication expense,CPMTBS,BIAS,0.00168456,Time alloc.
8450001OT,[M]Communication expense,CPMTDY,DYEING,0.00012586,Time alloc.
8450001OT,[M]Communication expense,CPMTLR,Liner rewinding,0.00084523,Time alloc.
8450001OT,[M]Communication expense,CPMTST,Slitter,0.00005847,Time alloc.
8450001OT,[M]Communication expense,CPMTSW,SEWING,0.00053841,Time alloc.
8450001OT,[M]Communication expense,CPRA01,RA1,0.00268212,Time alloc.
8450001OT,[M]Communication expense,CPRA02,RA2,0.00468921,Time alloc.
8450001OT,[M]Communication expense,CPRA03,RA3,0.0064843,Time alloc.
8450001OT,[M]Communication expense,CPRA04,RA4,0.00572786,Time alloc.
8450001OT,[M]Communication expense,CPRE01,RE1,0.00347279,Time alloc.
8450001OT,[M]Communication expense,CPRE02,RE2,0.00795357,Time alloc.
8450001OT,[M]Communication expense,CPRE03,RE3,0.00564542,Time alloc.
8450001OT,[M]Communication expense,CPRE04,RE4,0.00778805,Time alloc.
8450001OT,[M]Communication expense,CPRE05,RE5,0.00543776,Time alloc.
8450001OT,[M]Communication expense,CPSL01,Sunline1,0.00695956,Time alloc.
8450001OT,[M]Communication expense,CPSY01,Synchro 1,0.00631326,Time alloc.
8450001OT,[M]Communication expense,CPSY02,Synchro 2,0.00716973,Time alloc.
8450001OT,[M]Communication expense,CPSY03,Synchro 3,0.03663013,Time alloc.
8450001OT,[M]Communication expense,CPSY04,Synchro 4,0.00072542,Time alloc.
8450001OT,[M]Communication expense,CPWP01,WP1,0.00354384,Time alloc.
8450001OT,[M]Communication expense,CPWP02,WP2,0.00425151,Time alloc.
8450001OT,[M]Communication expense,CPWP03,WP3,0.00546092,Time alloc.
8450001OT,[M]Communication expense,CPWP04,WP4,0.00701563,Time alloc.
8450001OT,[M]Communication expense,CPWP06,WP6,0.0073533,Time alloc.
8450001OT,[M]Communication expense,CPWP07,WP7,0.0098756,Time alloc.
8450001OT,[M]Communication expense,CPWP08,WP8,0.00551568,Time alloc.
8450001OT,[M]Communication expense,CPWP09,WP9,0.00527409,Time alloc.
8450001OT,[M]Communication expense,CPWP10,WP10,0.00329711,Time alloc.
8450001OT,[M]Communication expense,CPWPAB,AIR BAG,0.00575963,Time alloc.
8450001OT,[M]Communication expense,CPWPDL,D LINE,0.01032442,Time alloc.
8450001OT,[M]Communication expense,CPWPLL,LONG LINE,0.00366518,Time alloc.
8450001WS,[M]Communication expense,CPAT01,AT-1,0.00282425,Time alloc.
8450001WS,[M]Communication expense,CPAT02,AT-2,0.0029782,Time alloc.
8450001WS,[M]Communication expense,CPAT03,AT-3,0.00142933,Time alloc.
8450001WS,[M]Communication expense,CPBB01,BANBURY1,0.00206751,Time alloc.
8450001WS,[M]Communication expense,CPBB02,BANBURY2,0.00151056,Time alloc.
8450001WS,[M]Communication expense,CPBI01,Wiper Inspection,0.00082931,Time alloc.
8450001WS,[M]Communication expense,CPBI02,Wiper Side Cut,0.00091404,Time alloc.
8450001WS,[M]Communication expense,CPBI03,Wiper Center Cut,0.00059962,Time alloc.
8450001WS,[M]Communication expense,CPBIG1,Wiper Graphite1,0.00001799,Time alloc.
8450001WS,[M]Communication expense,CPBR01,Wiper Press,0.00015876,Time alloc.
8450001WS,[M]Communication expense,CPBR02,Wiper Chlorine,0.00020834,Time alloc.
8450001WS,[M]Communication expense,CPCL01,CALENDER1,0.00321848,Time alloc.
8450001WS,[M]Communication expense,CPCL02,CALENDER2,0.00167541,Time alloc.
8450001WS,[M]Communication expense,CPCL03,CALENDER3,0.00277407,Time alloc.
8450001WS,[M]Communication expense,CPKN01,KNEADER1,0.00107359,Time alloc.
8450001WS,[M]Communication expense,CPKN03,KNEADER3,0.00086413,Time alloc.
8450001WS,[M]Communication expense,CPKN04,KNEADER4,0.00289676,Time alloc.
8450001WS,[M]Communication expense,CPMT45,45 degrees,0.00104257,Time alloc.
8450001WS,[M]Communication expense,CPMT70,45 and 70 degrees,0.00030133,Time alloc.
8450001WS,[M]Communication expense,CPMTBJ,BUTT JOINT,0.00074986,Time alloc.
8450001WS,[M]Communication expense,CPMTBS,BIAS,0.00104257,Time alloc.
8450001WS,[M]Communication expense,CPMTDY,DYEING,0.00005471,Time alloc.
8450001WS,[M]Communication expense,CPMTLR,Liner rewinding,0.00052035,Time alloc.
8450001WS,[M]Communication expense,CPMTST,Slitter,0.00003666,Time alloc.
8450001WS,[M]Communication expense,CPMTSW,SEWING,0.00036642,Time alloc.
8450001WS,[M]Communication expense,CPRA01,RA1,0.00046176,Time alloc.
8450001WS,[M]Communication expense,CPRA02,RA2,0.00089103,Time alloc.
8450001WS,[M]Communication expense,CPRA03,RA3,0.00103814,Time alloc.
8450001WS,[M]Communication expense,CPRA04,RA4,0.00134633,Time alloc.
8450001WS,[M]Communication expense,CPRE01,RE1,0.00042016,Time alloc.
8450001WS,[M]Communication expense,CPRE02,RE2,0.00121762,Time alloc.
8450001WS,[M]Communication expense,CPRE03,RE3,0.0010528,Time alloc.
8450001WS,[M]Communication expense,CPRE04,RE4,0.00174765,Time alloc.
8450001WS,[M]Communication expense,CPRE05,RE5,0.00102193,Time alloc.
8450001WS,[M]Communication expense,CPSY01,Synchro 1,0.00888477,Time alloc.
8450001WS,[M]Communication expense,CPSY02,Synchro 2,0.0099873,Time alloc.
8450001WS,[M]Communication expense,CPSY03,Synchro 3,0.04864565,Time alloc.
8450001WS,[M]Communication expense,CPSY04,Synchro 4,0.00618237,Time alloc.
8450001WS,[M]Communication expense,CPWP01,WP1,0.00058868,Time alloc.
8450001WS,[M]Communication expense,CPWP02,WP2,0.00052743,Time alloc.
8450001WS,[M]Communication expense,CPWP03,WP3,0.0007284,Time alloc.
8450001WS,[M]Communication expense,CPWP04,WP4,0.0012108,Time alloc.
8450001WS,[M]Communication expense,CPWP06,WP6,0.00109019,Time alloc.
8450001WS,[M]Communication expense,CPWP07,WP7,0.00218795,Time alloc.
8450001WS,[M]Communication expense,CPWP08,WP8,0.0011093,Time alloc.
8450001WS,[M]Communication expense,CPWP09,WP9,0.00090458,Time alloc.
8450001WS,[M]Communication expense,CPWP10,WP10,0.00061902,Time alloc.
8450001WS,[M]Communication expense,CPWPAB,AIR BAG,0.00087864,Time alloc.
8450001WS,[M]Communication expense,CPWPDL,D LINE,0.00161312,Time alloc.
8450001WS,[M]Communication expense,CPWPLL,LONG LINE,0.00061783,Time alloc.
8460001OT,[M]Member Fee,CPAT01,AT-1,0.00224419,Time alloc.
8460001OT,[M]Member Fee,CPAT02,AT-2,0.00126836,Time alloc.
8460001OT,[M]Member Fee,CPAT03,AT-3,0.00109838,Time alloc.
8460001OT,[M]Member Fee,CPATIJ,AT Injection,0.00029266,Time alloc.
8460001OT,[M]Member Fee,CPBB01,BANBURY1,0.00213927,Time alloc.
8460001OT,[M]Member Fee,CPBB02,BANBURY2,0.00166966,Time alloc.
8460001OT,[M]Member Fee,CPBI01,Wiper Inspection,0.00018427,Time alloc.
8460001OT,[M]Member Fee,CPBI02,Wiper Side Cut,0.00027485,Time alloc.
8460001OT,[M]Member Fee,CPBI03,Wiper Center Cut,0.00123879,Time alloc.
8460001OT,[M]Member Fee,CPBR01,Wiper Press,0.00002663,Time alloc.
8460001OT,[M]Member Fee,CPBR02,Wiper Chlorine,0.0000589,Time alloc.
8460001OT,[M]Member Fee,CPBRC1,Wiper CL1,0.00076484,Time alloc.
8460001OT,[M]Member Fee,CPBRCR,Wiper ChlorineMixing,0.00001075,Time alloc.
8460001OT,[M]Member Fee,CPBRCT,Wiper Rubber Cutting,0.00014572,Time alloc.
8460001OT,[M]Member Fee,CPBRK1,Wiper KN1,0.00191853,Time alloc.
8460001OT,[M]Member Fee,CPCL01,CALENDER1,0.00330279,Time alloc.
8460001OT,[M]Member Fee,CPCL02,CALENDER2,0.00175849,Time alloc.
8460001OT,[M]Member Fee,CPCL03,CALENDER3,0.0027099,Time alloc.
8460001OT,[M]Member Fee,CPGD01,GD1,0.0000257,Time alloc.
8460001OT,[M]Member Fee,CPKN01,KNEADER1,0.00109857,Time alloc.
8460001OT,[M]Member Fee,CPKN03,KNEADER3,0.00109857,Time alloc.
8460001OT,[M]Member Fee,CPKN04,KNEADER4,0.00196852,Time alloc.
8460001OT,[M]Member Fee,CPMT45,45 degrees,0.0008686,Time alloc.
8460001OT,[M]Member Fee,CPMT70,45 and 70 degrees,0.00027423,Time alloc.
8460001OT,[M]Member Fee,CPMTBJ,BUTT JOINT,0.00077979,Time alloc.
8460001OT,[M]Member Fee,CPMTBS,BIAS,0.00085826,Time alloc.
8460001OT,[M]Member Fee,CPMTDY,DYEING,0.00004635,Time alloc.
8460001OT,[M]Member Fee,CPMTLR,Liner rewinding,0.00042396,Time alloc.
8460001OT,[M]Member Fee,CPMTST,Slitter,0.00002981,Time alloc.
8460001OT,[M]Member Fee,CPMTSW,SEWING,0.00020656,Time alloc.
8460001OT,[M]Member Fee,CPRA01,RA1,0.00073055,Time alloc.
8460001OT,[M]Member Fee,CPRA02,RA2,0.00219523,Time alloc.
8460001OT,[M]Member Fee,CPRA03,RA3,0.00193174,Time alloc.
8460001OT,[M]Member Fee,CPRA04,RA4,0.00141533,Time alloc.
8460001OT,[M]Member Fee,CPRE01,RE1,0.00118268,Time alloc.
8460001OT,[M]Member Fee,CPRE02,RE2,0.00246755,Time alloc.
8460001OT,[M]Member Fee,CPRE03,RE3,0.00127468,Time alloc.
8460001OT,[M]Member Fee,CPRE04,RE4,0.00979993,Time alloc.
8460001OT,[M]Member Fee,CPRE05,RE5,0.00136048,Time alloc.
8460001OT,[M]Member Fee,CPSL01,Sunline1,0.00447046,Time alloc.
8460001OT,[M]Member Fee,CPSY01,Synchro 1,0.00191399,Time alloc.
8460001OT,[M]Member Fee,CPSY02,Synchro 2,0.00253702,Time alloc.
8460001OT,[M]Member Fee,CPSY03,Synchro 3,0.02174441,Time alloc.
8460001OT,[M]Member Fee,CPWP01,WP1,0.00709428,Time alloc.
8460001OT,[M]Member Fee,CPWP02,WP2,0.00726904,Time alloc.
8460001OT,[M]Member Fee,CPWP03,WP3,0.01191191,Time alloc.
8460001OT,[M]Member Fee,CPWP04,WP4,0.01372217,Time alloc.
8460001OT,[M]Member Fee,CPWP06,WP6,0.01431749,Time alloc.
8460001OT,[M]Member Fee,CPWP07,WP7,0.01289281,Time alloc.
8460001OT,[M]Member Fee,CPWP08,WP8,0.00719014,Time alloc.
8460001OT,[M]Member Fee,CPWP09,WP9,0.07850849,Time alloc.
8460001OT,[M]Member Fee,CPWP10,WP10,0.00831159,Time alloc.
8460001OT,[M]Member Fee,CPWPAB,AIR BAG,0.01463833,Time alloc.
8460001OT,[M]Member Fee,CPWPDL,D LINE,0.02274933,Time alloc.
8460001OT,[M]Member Fee,CPWPLL,LONG LINE,0.00712047,Time alloc.
8470001,[M]Office supplies expense,CPGD01,GD1,0.00006332,Time alloc.
8470001,[M]Office supplies expense,CPRE05,RE5,0.18190829,Time alloc.
8470001,[M]Office supplies expense,CPWP03,WP3,0.01060641,Time alloc.
8470001,[M]Office supplies expense,CPWP08,WP8,0.00188677,Time alloc.
8470001OT,[M]Office supplies expense,CPAT01,AT-1,0.12210097,Time alloc.
8470001OT,[M]Office supplies expense,CPAT02,AT-2,0.10647206,Time alloc.
8470001OT,[M]Office supplies expense,CPAT03,AT-3,0.05280537,Time alloc.
8470001OT,[M]Office supplies expense,CPATIJ,AT Injection,0.00422522,Time alloc.
8470001OT,[M]Office supplies expense,CPBB01,BANBURY1,0.58310723,Time alloc.
8470001OT,[M]Office supplies expense,CPBB02,BANBURY2,0.42602814,Time alloc.
8470001OT,[M]Office supplies expense,CPBI01,Wiper Inspection,0.00637875,Time alloc.
8470001OT,[M]Office supplies expense,CPBI02,Wiper Side Cut,0.00736175,Time alloc.
8470001OT,[M]Office supplies expense,CPBI03,Wiper Center Cut,0.03041213,Time alloc.
8470001OT,[M]Office supplies expense,CPBIG1,Wiper Graphite1,0.00015394,Time alloc.
8470001OT,[M]Office supplies expense,CPBR01,Wiper Press,0.00076771,Time alloc.
8470001OT,[M]Office supplies expense,CPBR02,Wiper Chlorine,0.00148188,Time alloc.
8470001OT,[M]Office supplies expense,CPBRC1,Wiper CL1,0.01984331,Time alloc.
8470001OT,[M]Office supplies expense,CPBRCR,Wiper ChlorineMixing,0.00016117,Time alloc.
8470001OT,[M]Office supplies expense,CPBRCT,Wiper Rubber Cutting,0.00303227,Time alloc.
8470001OT,[M]Office supplies expense,CPBRK1,Wiper KN1,0.04928707,Time alloc.
8470001OT,[M]Office supplies expense,CPCL01,CALENDER1,0.88919567,Time alloc.
8470001OT,[M]Office supplies expense,CPCL02,CALENDER2,0.46955231,Time alloc.
8470001OT,[M]Office supplies expense,CPCL03,CALENDER3,0.77746193,Time alloc.
8470001OT,[M]Office supplies expense,CPGD01,GD1,0.00123237,Time alloc.
8470001OT,[M]Office supplies expense,CPKN01,KNEADER1,0.2966311,Time alloc.
8470001OT,[M]Office supplies expense,CPKN03,KNEADER3,0.24883116,Time alloc.
8470001OT,[M]Office supplies expense,CPKN04,KNEADER4,0.80434928,Time alloc.
